id,start_time,end_time,description,location
816,2023-08-11 10:00:00,2023-08-11 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
492,2023-08-09 10:00:00,2023-08-09 11:00:00,"Электив. Учебная практика (ознакомительная). Археологическая, сам. работа в присутствии преподавателя","<по месту проведения практики>,<по месту проведения практики>"
817,2023-08-11 11:45:00,2023-08-11 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
818,2023-08-14 10:00:00,2023-08-14 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
819,2023-08-14 11:45:00,2023-08-14 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
820,2023-08-16 10:00:00,2023-08-16 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
821,2023-08-16 11:45:00,2023-08-16 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
824,2023-08-18 10:00:00,2023-08-18 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
825,2023-08-18 11:45:00,2023-08-18 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
826,2023-08-21 10:00:00,2023-08-21 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
827,2023-08-21 11:45:00,2023-08-21 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
828,2023-08-23 10:00:00,2023-08-23 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
829,2023-08-23 11:45:00,2023-08-23 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
830,2023-08-23 13:30:00,2023-08-23 15:00:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
831,2023-08-25 10:00:00,2023-08-25 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
832,2023-08-25 11:45:00,2023-08-25 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
833,2023-08-28 10:00:00,2023-08-28 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
834,2023-08-28 11:45:00,2023-08-28 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
835,2023-08-30 10:00:00,2023-08-30 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
836,2023-08-30 11:45:00,2023-08-30 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
837,2023-09-01 10:00:00,2023-09-01 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
838,2023-09-01 11:45:00,2023-09-01 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
839,2023-09-04 10:00:00,2023-09-04 11:30:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
840,2023-09-04 11:45:00,2023-09-04 13:15:00,"Русский язык для иностранных граждан. Уровень А2, практическое занятие",С использованием информационно-коммуникационных технологий
940,2023-08-14 09:00:00,2023-08-14 10:30:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
941,2023-08-14 10:40:00,2023-08-14 12:10:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
942,2023-08-16 09:00:00,2023-08-16 10:30:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
943,2023-08-16 10:40:00,2023-08-16 12:10:00,"Русский язык как иностранный B1-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 407"
841,2023-08-25 15:00:00,2023-08-25 16:30:00,"Учебная практика: ознакомительная. Биолого-экологическая, зачёт","<по месту проведения практики>,<по месту проведения практики>"
910,2023-08-14 12:20:00,2023-08-14 13:50:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
911,2023-08-14 14:00:00,2023-08-14 15:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
912,2023-08-15 09:00:00,2023-08-15 10:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
913,2023-08-15 10:40:00,2023-08-15 12:10:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
914,2023-08-16 09:00:00,2023-08-16 10:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
915,2023-08-16 10:40:00,2023-08-16 12:10:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
916,2023-08-16 12:20:00,2023-08-16 13:50:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
560,2023-08-09 09:00:00,2023-08-09 10:30:00,"Русский язык как иностранный B1-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 313"
561,2023-08-09 10:40:00,2023-08-09 12:10:00,"Русский язык как иностранный B1-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 314"
917,2023-08-16 14:00:00,2023-08-16 15:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
918,2023-08-21 12:20:00,2023-08-21 13:50:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
919,2023-08-21 14:00:00,2023-08-21 15:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
920,2023-08-23 12:20:00,2023-08-23 13:50:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
921,2023-08-23 14:00:00,2023-08-23 15:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
922,2023-08-28 12:20:00,2023-08-28 13:50:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
923,2023-08-28 14:00:00,2023-08-28 15:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
924,2023-08-30 12:20:00,2023-08-30 13:50:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
925,2023-08-30 14:00:00,2023-08-30 15:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 402"
1107,2023-09-04 18:00:00,2023-09-04 19:30:00,"История и культура Санкт-Петербурга и Ленинградской области (онлайн-курс), зачёт (комиссия)",С использованием информационно-коммуникационных технологий
1112,2023-08-10 09:25:00,2023-08-10 10:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
1113,2023-08-10 10:50:00,2023-08-10 11:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
1114,2023-08-11 12:20:00,2023-08-11 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1115,2023-08-11 12:25:00,2023-08-11 13:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
1116,2023-08-11 13:50:00,2023-08-11 14:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
582,2023-08-09 15:00:00,2023-08-09 16:30:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 308"
1117,2023-08-11 14:00:00,2023-08-11 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1118,2023-08-14 09:25:00,2023-08-14 10:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
1119,2023-08-14 10:50:00,2023-08-14 11:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
1120,2023-08-14 12:20:00,2023-08-14 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1121,2023-08-14 14:00:00,2023-08-14 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
1122,2023-08-15 09:25:00,2023-08-15 10:40:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
1123,2023-08-15 10:50:00,2023-08-15 11:50:00,"Летняя школа русского языка как иностранного в Санкт-Петербургском государственном университете., практическое занятие","9-я линия В.О., д. 2/11, лит. А, 316"
844,2023-08-10 12:20:00,2023-08-10 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
597,2023-08-29 13:00:00,2023-08-29 14:30:00,"Перкутанная нефролитотрипсия, практическое занятие","набережная реки Фонтанки, д. 154, лит. Г, 105"
598,2023-08-30 09:00:00,2023-08-30 12:45:00,"Перкутанная нефролитотрипсия, практическое занятие","набережная реки Фонтанки, д. 154, лит. Г, 244"
845,2023-08-10 12:20:00,2023-08-10 13:50:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
846,2023-08-10 14:00:00,2023-08-10 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
847,2023-08-10 14:00:00,2023-08-10 15:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
848,2023-08-10 15:40:00,2023-08-10 17:10:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
849,2023-08-10 17:20:00,2023-08-10 18:50:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
850,2023-08-11 14:00:00,2023-08-11 15:30:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
851,2023-08-14 09:00:00,2023-08-14 10:30:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
852,2023-08-14 10:40:00,2023-08-14 12:10:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
853,2023-08-14 12:20:00,2023-08-14 13:50:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
854,2023-08-14 14:00:00,2023-08-14 15:30:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
855,2023-08-15 12:20:00,2023-08-15 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
856,2023-08-15 14:00:00,2023-08-15 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
857,2023-08-15 15:40:00,2023-08-15 17:10:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
858,2023-08-15 17:20:00,2023-08-15 18:50:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
859,2023-08-16 09:00:00,2023-08-16 10:30:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
860,2023-08-16 10:40:00,2023-08-16 12:10:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
861,2023-08-17 12:20:00,2023-08-17 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
862,2023-08-17 12:20:00,2023-08-17 13:50:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
863,2023-08-17 14:00:00,2023-08-17 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
864,2023-08-17 14:00:00,2023-08-17 15:30:00,"Русский язык как иностранный B1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 211"
865,2023-08-17 15:40:00,2023-08-17 17:10:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
866,2023-08-17 17:20:00,2023-08-17 18:50:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
867,2023-08-22 12:20:00,2023-08-22 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
868,2023-08-22 14:00:00,2023-08-22 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
869,2023-08-22 15:40:00,2023-08-22 17:10:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
870,2023-08-22 17:20:00,2023-08-22 18:50:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
871,2023-08-24 09:00:00,2023-08-24 10:30:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
872,2023-08-24 10:40:00,2023-08-24 12:10:00,"Русский язык как иностранный A2-3, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 221"
873,2023-08-24 12:20:00,2023-08-24 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
874,2023-08-24 14:00:00,2023-08-24 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
875,2023-08-24 15:40:00,2023-08-24 17:10:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
876,2023-08-24 17:20:00,2023-08-24 18:50:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
877,2023-08-29 12:20:00,2023-08-29 13:50:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
878,2023-08-29 14:00:00,2023-08-29 15:30:00,"Русский язык как иностранный A2-2, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 215"
879,2023-08-29 15:40:00,2023-08-29 17:10:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
880,2023-08-29 17:20:00,2023-08-29 18:50:00,"Русский язык как иностранный A1-1, практическое занятие","9-я линия В.О., д. 2/11, лит. А, 315"
